"draw","R0","gamma","sigma","rho","prop_symp","immune_frac","total_infections","total_reported","peak_reported_wk","attack_pct","finite"
165,2.56373911403032,1.18198235931728,0.75682523575735,0.240818299553204,0.710793837224938,0,22694.9341371633,3884.74097024401,44,21.2459596865411,TRUE
166,2.43030283118,1.21056892170141,0.635093254763295,0.292434835312151,0.787304426090783,0,4230.05571945673,973.907894562454,44,3.95998475889977,TRUE
167,2.46061146470945,1.05571981440992,1.14952933445248,0.257518844662761,0.777650712911811,0,31019.1952774417,6211.89514810101,43,29.0387523660754,TRUE
168,2.577746023828,0.911749708459547,0.803714740297175,0.316100093477219,0.798287153996166,0,14268.0360172565,3600.37686113554,44,13.3570829594238,TRUE
169,2.29474305249876,1.0330523903279,0.795935571575094,0.2707890783865,0.795709045793953,0,1974.52137868679,425.448777160832,44,1.84845663610446,TRUE
170,2.3505542483598,0.932455879835547,0.719721526891352,0.243982765524345,0.751940587292196,0,1717.35175026027,315.066286337894,44,1.60770618822343,TRUE
171,2.42072397402045,0.78172890846771,0.721281710756787,0.307794381634188,0.825701903638661,0,1806.71651149905,459.170509584355,44,1.69136539177968,TRUE
172,2.45227867453355,0.903201706683998,0.825322623804015,0.245686265634234,0.846212989405834,0,5842.282241394,1214.62747492761,44,5.46927751487923,TRUE
173,2.15127335570893,1.17229166404407,0.627197615734678,0.229862904016725,0.803392746584948,0,339.33977067794,62.6659398564225,44,0.317674378092062,TRUE
174,2.52874154596178,1.1455755945946,0.947096611025441,0.239663650311872,0.725090747033011,0,34601.7769114476,6013.02396328015,43,32.3926014898405,TRUE
175,2.41049843108924,0.874181112861228,0.784272365140702,0.190482890383013,0.684528404014751,0,3117.02131483845,406.431367126695,44,2.91801283920469,TRUE
176,2.44445119291491,1.05528304176605,0.697878979188467,0.314479378216539,0.753947939344016,0,4747.20184730625,1125.56668104622,44,4.44411331895362,TRUE
